NodeId	d_1	d_2	clu	clo	n_triad	eig1	eig2
73	11	144	0.090909	0.06135	5	0.01225	0.012978
74	8	86	0.071429	0.043011	2	0.0068691	0.0078733
75	11	181	0	0	0	0.012351	0.015644
76	11	135	0.090909	0.065359	5	0.010486	0.011537
77	15	172	0.057143	0.063492	6	0.013338	0.014915
78	7	95	0.19048	0.08	4	0.0071161	0.008652
79	18	225	0.045752	0.058577	7	0.019013	0.021072
80	8	97	0.071429	0.040404	2	0.0077973	0.009368
81	10	110	0.066667	0.048387	3	0.009586	0.0099218
82	16	184	0.033333	0.04	4	0.015041	0.016131
83	10	186	0.22222	0.090498	10	0.017294	0.01726
84	20	277	0.1	0.11377	19	0.025566	0.024148
85	8	119	0.035714	0.016	1	0.0092037	0.010439
86	14	172	0.043956	0.041451	4	0.014001	0.01504
87	25	280	0.046667	0.086154	14	0.027069	0.025542
88	14	200	0.032967	0.026786	3	0.016859	0.018224
89	13	174	0.051282	0.041885	4	0.014263	0.015666
90	8	89	0	0	0	0.0066399	0.0073847
91	10	114	0.066667	0.045113	3	0.010481	0.010761
92	11	170	0.036364	0.022857	2	0.012626	0.014949
93	7	89	0.095238	0.04	2	0.0076094	0.0081899
94	20	163	0.036842	0.071429	7	0.0151	0.014363
95	13	187	0.051282	0.038835	4	0.013509	0.015281
96	28	284	0.034392	0.080247	13	0.023757	0.02363
97	11	130	0.090909	0.064516	5	0.0091346	0.0097835
98	9	98	0.083333	0.055046	3	0.0073147	0.008225
99	8	110	0.17857	0.077519	5	0.008005	0.0091736
100	10	144	0.088889	0.053333	4	0.010529	0.012616
101	9	125	0.055556	0.030303	2	0.0085086	0.010292
102	7	86	0	0	0	0.0059514	0.0074629
103	13	140	0.051282	0.052288	4	0.011053	0.012336
104	12	156	0.045455	0.037267	3	0.012227	0.014308
105	10	145	0.022222	0.013245	1	0.010388	0.012729
106	12	136	0.090909	0.08	6	0.011543	0.01245
107	15	236	0.066667	0.054054	7	0.020147	0.022015
108	12	173	0.090909	0.061224	6	0.012959	0.014092
109	5	70	0.2	0.049383	2	0.0061885	0.006512
110	34	395	0.032086	0.080899	18	0.034994	0.034574
111	9	124	0.11111	0.06015	4	0.0094972	0.010961
112	4	44	0.33333	0.076923	2	0.0034631	0.0035843
113	30	312	0.048276	0.11634	21	0.026647	0.026275
114	9	130	0.055556	0.02963	2	0.009663	0.011772
115	7	85	0	0	0	0.0068124	0.008491
116	7	69	0.047619	0.028169	1	0.0048334	0.0059309
117	10	126	0.066667	0.042553	3	0.010074	0.010999
118	10	165	0.044444	0.023669	2	0.012488	0.015004
119	9	105	0.11111	0.066667	4	0.0088161	0.0092459
120	11	187	0.12727	0.067308	7	0.015809	0.017398
121	28	294	0.026455	0.06006	10	0.026885	0.026257
122	7	74	0.095238	0.051282	2	0.0051715	0.0060992
123	9	88	0.027778	0.021505	1	0.0060701	0.0069887
124	13	186	0.051282	0.040609	4	0.013003	0.015133
125	7	102	0.047619	0.018692	1	0.0070046	0.0087228
126	8	73	0.14286	0.097561	4	0.0055789	0.0061873
127	13	219	0.076923	0.050847	6	0.017298	0.019743
128	7	119	0.19048	0.057554	4	0.0090296	0.0099599
129	23	262	0.047431	0.082192	12	0.021899	0.0229
130	17	210	0.044118	0.054299	6	0.015019	0.017319
131	9	108	0.083333	0.052174	3	0.007693	0.0092224
132	10	107	0.022222	0.018692	1	0.0076334	0.0094264
133	20	274	0.021053	0.027491	4	0.021644	0.024305
134	17	207	0.022059	0.02765	3	0.016305	0.01845
135	6	96	0	0	0	0.0069736	0.0085058
136	16	187	0.05	0.058252	6	0.015969	0.016933
137	13	185	0.11538	0.086124	9	0.015168	0.016139
138	14	213	0.054945	0.042918	5	0.016167	0.018314
139	8	89	0.10714	0.059406	3	0.0080224	0.0084456
140	6	93	0.2	0.057692	3	0.0069807	0.0080734
141	19	242	0.040936	0.054054	7	0.020077	0.022436
142	10	155	0.022222	0.013072	1	0.010978	0.013838
143	10	163	0.066667	0.03352	3	0.014064	0.015229
144	12	195	0.030303	0.019608	2	0.016429	0.018661
145	8	93	0.071429	0.038462	2	0.0083518	0.0088875
146	9	106	0.13889	0.081301	5	0.0094675	0.010015
147	12	205	0.13636	0.077253	9	0.018193	0.019236
148	10	122	0.066667	0.043478	3	0.01032	0.010934
149	18	175	0.013072	0.021858	2	0.013048	0.014531
150	5	55	0.2	0.063492	2	0.004087	0.0044977
151	12	169	0.060606	0.045198	4	0.013191	0.015429
152	8	112	0.071429	0.034783	2	0.0076752	0.0093147
153	11	130	0.054545	0.03871	3	0.010221	0.010717
154	16	176	0.05	0.057971	6	0.014831	0.014802
155	13	180	0.076923	0.057143	6	0.014456	0.01533
156	18	227	0.039216	0.046875	6	0.019097	0.01986
157	12	145	0.060606	0.045198	4	0.013857	0.013366
158	14	187	0.12088	0.095652	11	0.016701	0.016255
159	11	136	0.18182	0.12658	10	0.011577	0.011626
160	19	261	0.064327	0.071661	11	0.022588	0.022687
161	11	138	0.12727	0.08805	7	0.010397	0.011206
162	7	92	0.095238	0.04	2	0.005824	0.006815
163	15	142	0.047619	0.063694	5	0.011016	0.011892
164	14	196	0.043956	0.039216	4	0.015433	0.018168
165	12	116	0.12121	0.10811	8	0.0096243	0.0093797
166	11	129	0.090909	0.068966	5	0.0094983	0.010867
167	10	108	0.066667	0.04918	3	0.0085418	0.0096144
168	10	136	0.044444	0.028369	2	0.010229	0.012164
169	12	154	0.090909	0.068966	6	0.012228	0.01356
170	7	84	0.19048	0.079208	4	0.0069912	0.0072683
171	10	122	0.088889	0.057143	4	0.010636	0.011478
172	15	177	0.10476	0.1	11	0.015369	0.015235
173	13	181	0.11538	0.080357	9	0.015923	0.015804
174	12	163	0.075758	0.054348	5	0.013517	0.014645
175	9	128	0.16667	0.085106	6	0.009311	0.010601
176	11	145	0.14545	0.098765	8	0.011518	0.012638
177	25	235	0.043333	0.094891	13	0.019498	0.019486
178	20	201	0.031579	0.052632	6	0.015986	0.016431
179	10	143	0.044444	0.026667	2	0.0097697	0.011773
180	11	110	0.018182	0.018182	1	0.0080448	0.0096191
181	10	147	0	0	0	0.011265	0.013602
182	24	264	0.036232	0.06993	10	0.022741	0.024032
183	7	90	0.14286	0.058824	3	0.0076636	0.0086661
184	13	192	0.076923	0.056604	6	0.01569	0.017255
185	20	242	0.042105	0.06015	8	0.021156	0.021902
186	8	104	0.035714	0.019048	1	0.0077715	0.0094858
187	12	142	0.045455	0.038961	3	0.010078	0.011341
188	7	122	0	0	0	0.0077138	0.01024
189	8	87	0	0	0	0.0060752	0.0076804
190	4	41	0.16667	0.045455	1	0.0028543	0.0035286
191	19	238	0.052632	0.067416	9	0.019441	0.020447
192	26	261	0.033846	0.072607	11	0.023259	0.022656
193	11	175	0.090909	0.052083	5	0.013336	0.015254
194	7	89	0.19048	0.07619	4	0.0069553	0.0075211
195	11	157	0.054545	0.035503	3	0.011732	0.013683
196	12	163	0.030303	0.023952	2	0.011367	0.013505
197	7	84	0.14286	0.063158	3	0.006776	0.0076338
198	5	54	0.2	0.065574	2	0.0041261	0.0046167
199	11	145	0.018182	0.013333	1	0.011991	0.013661
200	9	111	0.083333	0.05042	3	0.0093246	0.010403
201	7	124	0.095238	0.029197	2	0.0099434	0.011017
202	18	247	0.078431	0.081356	12	0.022112	0.02193
203	14	187	0.054945	0.050251	5	0.015459	0.017061
204	23	227	0.01581	0.033195	4	0.017985	0.019369
205	13	162	0.051282	0.042328	4	0.01271	0.01378
206	14	215	0.054945	0.044248	5	0.017868	0.020494
207	10	119	0.044444	0.032	2	0.0098259	0.011247
208	7	124	0.047619	0.015873	1	0.010132	0.012443
209	13	156	0.038462	0.035928	3	0.012538	0.014189
210	9	89	0.11111	0.08	4	0.0071164	0.0077915
211	14	145	0.054945	0.061728	5	0.012735	0.013254
212	22	267	0.025974	0.041237	6	0.023331	0.024508
213	6	100	0	0	0	0.006851	0.0084419
214	14	133	0.021978	0.027972	2	0.011414	0.012042
215	11	162	0.072727	0.044944	4	0.01279	0.014551
216	10	114	0.13333	0.091603	6	0.0092817	0.010051
217	31	310	0.043011	0.10471	20	0.029485	0.026968
218	6	75	0.26667	0.088889	4	0.0064969	0.0068217
219	13	170	0.038462	0.032787	3	0.01381	0.015362
220	12	159	0.060606	0.043478	4	0.012792	0.01332
221	17	242	0.036765	0.037736	5	0.019345	0.020924
222	11	145	0.036364	0.025641	2	0.011595	0.012658
223	6	65	0.33333	0.13333	5	0.0058537	0.0061017
224	18	246	0.084967	0.095941	13	0.021135	0.02216
225	26	289	0.036923	0.073846	12	0.025162	0.025457
226	12	146	0.045455	0.038217	3	0.010043	0.011877
227	7	97	0.047619	0.02	1	0.0066111	0.0080778
228	9	156	0	0	0	0.010919	0.013763
229	18	181	0.045752	0.071066	7	0.01544	0.016344
230	7	96	0.19048	0.072727	4	0.0073366	0.0084537
231	14	182	0.076923	0.063063	7	0.014511	0.015425
232	10	134	0.088889	0.050955	4	0.010487	0.011773
233	21	255	0.033333	0.05	7	0.021905	0.023549
234	34	329	0.024955	0.073879	14	0.029337	0.028123
235	13	144	0.11538	0.10286	9	0.012948	0.013166
236	9	128	0.13889	0.070922	5	0.0094151	0.01102
237	12	141	0.015152	0.014286	1	0.010275	0.012674
238	5	52	0	0	0	0.0033287	0.0042635
239	10	109	0	0	0	0.0074791	0.009485
240	11	147	0.054545	0.037975	3	0.011067	0.012536
241	8	108	0.071429	0.034188	2	0.0074414	0.0085535
242	12	163	0.060606	0.046512	4	0.012339	0.014307
243	9	138	0.055556	0.027972	2	0.0099364	0.012122
244	15	219	0.019048	0.017544	2	0.016623	0.019266
245	10	97	0	0	0	0.0079264	0.0090901
246	8	106	0.071429	0.034483	2	0.0078839	0.0089227
247	8	117	0.071429	0.032	2	0.0085942	0.0099934
248	13	142	0.076923	0.071856	6	0.013419	0.01339
249	13	213	0.038462	0.025641	3	0.016496	0.018157
250	10	128	0.088889	0.052632	4	0.011015	0.011503
251	9	111	0.055556	0.033898	2	0.0087586	0.010079
252	10	112	0	0	0	0.0083053	0.01033
253	14	218	0	0	0	0.015172	0.018863
254	13	161	0	0	0	0.012187	0.014906
255	8	120	0.10714	0.046154	3	0.0091522	0.01082
256	10	125	0.088889	0.058394	4	0.0090453	0.010569
257	13	140	0.025641	0.027586	2	0.010335	0.011797
258	9	98	0	0	0	0.0064684	0.0080767
259	5	71	0.1	0.027397	1	0.0048871	0.0062099
260	12	163	0.030303	0.023256	2	0.01223	0.014367
261	19	206	0.081871	0.1129	14	0.017693	0.017948
262	12	131	0.060606	0.054422	4	0.0098005	0.010779
263	12	132	0.045455	0.04	3	0.01111	0.011458
264	22	259	0.060606	0.081633	14	0.025116	0.021829
265	25	296	0.053333	0.091691	16	0.026203	0.025042
266	32	319	0.040323	0.1039	20	0.031169	0.028111
267	8	121	0.25	0.093333	7	0.01043	0.0105
268	12	194	0.16667	0.099099	11	0.016973	0.017859
269	9	77	0.027778	0.021978	1	0.0064338	0.0067981
270	7	110	0.095238	0.034483	2	0.0074264	0.0092382
271	20	223	0.026316	0.039683	5	0.018977	0.019464
272	12	140	0.030303	0.027778	2	0.010253	0.012164
273	14	140	0.021978	0.027397	2	0.0097654	0.011331
274	11	146	0.036364	0.026667	2	0.0096722	0.011722
275	14	159	0.098901	0.094737	9	0.013887	0.014061
276	6	86	0.2	0.0625	3	0.0065172	0.0074606
277	19	232	0.023392	0.032129	4	0.018167	0.01984
278	7	114	0	0	0	0.0080259	0.0098976
279	10	154	0.066667	0.03681	3	0.012995	0.014637
280	23	255	0.043478	0.075342	11	0.020625	0.021249
281	10	182	0.15556	0.068293	7	0.014161	0.015915
282	11	145	0.054545	0.039735	3	0.010972	0.012937
283	17	232	0.014706	0.01626	2	0.018411	0.020746
284	15	150	0.047619	0.059524	5	0.012062	0.013005
285	6	70	0.13333	0.052632	2	0.005361	0.0061861
286	12	154	0.045455	0.036585	3	0.013232	0.014857
287	21	257	0.033333	0.050542	7	0.023214	0.02399
288	8	127	0.17857	0.071429	5	0.010824	0.01202
289	8	124	0.10714	0.045113	3	0.0092387	0.011035
290	8	78	0.035714	0.025316	1	0.0059588	0.0069278
291	9	121	0	0	0	0.0083615	0.010608
292	9	116	0	0	0	0.008781	0.010959
293	9	112	0.027778	0.01626	1	0.007955	0.0094078
294	31	295	0.023656	0.066667	11	0.027085	0.026887
295	6	96	0.26667	0.073394	4	0.0081007	0.0092408
296	8	96	0.14286	0.074074	4	0.0076543	0.0084315
297	8	129	0.25	0.090909	7	0.010109	0.01099
298	13	199	0.025641	0.0199	2	0.015253	0.018258
299	7	99	0.14286	0.055046	3	0.0074235	0.0084278
300	11	90	0.072727	0.076923	4	0.0075831	0.0081468
301	8	106	0.10714	0.053097	3	0.0088921	0.010071
302	8	96	0.10714	0.057692	3	0.0071352	0.008427
303	6	85	0.066667	0.022989	1	0.0060926	0.007835
304	10	165	0.066667	0.035088	3	0.012685	0.015395
305	10	140	0	0	0	0.011581	0.013726
306	10	123	0	0	0	0.0087929	0.011291
307	9	87	0	0	0	0.0064364	0.0077958
308	9	123	0.027778	0.014925	1	0.01024	0.011306
309	11	135	0.072727	0.051282	4	0.011054	0.011787
310	16	153	0.025	0.0375	3	0.012068	0.013511
311	14	161	0.010989	0.011299	1	0.012996	0.01415
312	23	298	0.055336	0.074468	14	0.027016	0.025058
313	15	160	0.15238	0.1435	16	0.01741	0.014881
314	20	280	0.031579	0.038961	6	0.0225	0.024327
315	9	110	0.11111	0.064516	4	0.0088948	0.0097825
316	7	59	0.047619	0.032258	1	0.0044934	0.0049673
317	5	68	0	0	0	0.0051094	0.0064797
318	11	193	0.036364	0.019048	2	0.015409	0.017905
319	11	172	0.072727	0.043716	4	0.013179	0.015219
320	7	79	0.14286	0.068966	3	0.0057182	0.0065329
321	12	166	0.075758	0.053191	5	0.012981	0.014483
322	8	104	0.10714	0.052174	3	0.0080527	0.0093781
323	15	171	0.038095	0.045455	4	0.01419	0.016343
324	11	170	0.018182	0.011429	1	0.013242	0.015759
325	11	152	0.10909	0.068571	6	0.012467	0.013324
326	6	73	0.33333	0.11111	5	0.0061009	0.0060632
327	12	139	0.060606	0.050314	4	0.011264	0.011732
328	6	125	0.2	0.043478	3	0.0098869	0.011153
329	14	207	0.065934	0.04918	6	0.017976	0.018208
330	4	56	0.16667	0.031746	1	0.0046154	0.0049947
331	13	176	0.038462	0.029126	3	0.014316	0.01495
332	9	144	0.11111	0.04878	4	0.011765	0.012823
333	15	177	0.028571	0.031746	3	0.013356	0.015279
334	8	83	0.035714	0.023529	1	0.0060128	0.007091
335	8	97	0	0	0	0.0071732	0.0084178
336	8	86	0.035714	0.022222	1	0.0065742	0.0077729
337	10	167	0.066667	0.033898	3	0.013188	0.015532
338	12	151	0.075758	0.063291	5	0.011292	0.013451
339	35	389	0.030252	0.076596	18	0.039256	0.034917
340	9	110	0.083333	0.045802	3	0.0097076	0.0097598
341	7	103	0.2381	0.083333	5	0.008235	0.008906
342	24	283	0.036232	0.063091	10	0.023621	0.024175
343	7	79	0.14286	0.067416	3	0.0071303	0.0077192
344	9	126	0.11111	0.054422	4	0.010228	0.011215
345	15	202	0.038095	0.036697	4	0.015052	0.017009
346	6	98	0.066667	0.019048	1	0.0076152	0.0091339
347	21	255	0	0	0	0.021517	0.02378
348	7	100	0.19048	0.071429	4	0.0077184	0.0088541
349	9	109	0.13889	0.082645	5	0.0093053	0.010373
350	20	284	0.042105	0.050473	8	0.02303	0.024761
351	8	106	0.14286	0.063492	4	0.0094295	0.0096054
352	15	175	0.047619	0.05	5	0.015258	0.015389
353	13	156	0.038462	0.034884	3	0.012648	0.013811
354	10	150	0.044444	0.024691	2	0.011006	0.012866
355	10	138	0.088889	0.05298	4	0.010726	0.011918
356	9	114	0.027778	0.016807	1	0.0089362	0.010689
357	8	105	0	0	0	0.0076117	0.0092789
358	15	193	0.019048	0.019048	2	0.014727	0.016683
359	9	153	0.11111	0.04878	4	0.011272	0.013409
360	23	222	0.035573	0.073469	9	0.018612	0.019168
361	7	106	0.095238	0.034783	2	0.0075922	0.0091317
362	26	327	0.015385	0.029499	5	0.025159	0.02814
363	10	127	0.022222	0.015504	1	0.0089451	0.011209
364	8	121	0.071429	0.030769	2	0.0083935	0.0099683
365	18	181	0.078431	0.11429	12	0.014711	0.015571
366	16	185	0.025	0.030769	3	0.015042	0.017057
367	12	158	0.060606	0.046512	4	0.012614	0.014212
368	7	79	0.047619	0.025316	1	0.0066764	0.0080018
369	8	78	0.14286	0.095238	4	0.0061488	0.0072089
370	8	101	0.10714	0.057143	3	0.0063498	0.0081981
371	11	130	0.090909	0.070423	5	0.010027	0.01168
372	5	44	0	0	0	0.0033995	0.0039122
373	9	121	0.11111	0.060606	4	0.0093547	0.010721
374	11	128	0.10909	0.08	6	0.010936	0.011557
375	8	122	0.10714	0.043478	3	0.0096325	0.010551
376	18	218	0.052288	0.064516	8	0.018533	0.018489
377	17	188	0.066176	0.081448	9	0.017048	0.016032
378	21	226	0.057143	0.088889	12	0.021137	0.020227
379	33	409	0.024621	0.054507	13	0.038775	0.036534
380	6	76	0.2	0.072289	3	0.005874	0.0067525
381	11	150	0.018182	0.01227	1	0.01144	0.012939
382	16	175	0.033333	0.043243	4	0.013788	0.015518
383	11	127	0	0	0	0.0079897	0.010104
384	7	69	0.19048	0.095238	4	0.0055222	0.0058068
385	8	97	0.28571	0.13333	8	0.0082285	0.0084669
386	11	127	0.10909	0.082759	6	0.010329	0.011381
387	15	190	0.057143	0.056338	6	0.016039	0.017229
388	13	169	0.089744	0.072539	7	0.014697	0.015267
389	26	338	0.058462	0.093137	19	0.030877	0.029608
390	17	181	0.073529	0.095238	10	0.015083	0.01518
391	6	109	0.2	0.04878	3	0.0086193	0.0096318
392	39	399	0.02969	0.088	22	0.039358	0.033379
393	7	95	0.19048	0.075472	4	0.0074245	0.0081334
394	8	91	0.035714	0.021053	1	0.0065253	0.0076812
395	7	100	0	0	0	0.0070061	0.0085397
396	10	157	0.044444	0.02381	2	0.011199	0.013482
397	8	116	0.035714	0.016529	1	0.0084632	0.010437
398	18	178	0.013072	0.021164	2	0.014175	0.0155
399	12	156	0.060606	0.046784	4	0.012268	0.013654
400	10	143	0.066667	0.039216	3	0.010787	0.012801
401	16	185	0.016667	0.020833	2	0.013317	0.015037
402	12	186	0.060606	0.04	4	0.01391	0.016298
403	13	162	0.089744	0.074866	7	0.013978	0.015032
404	8	90	0.035714	0.020833	1	0.0075922	0.0082361
405	10	146	0.13333	0.075472	6	0.011979	0.013497
406	7	131	0.047619	0.015152	1	0.0093164	0.0117
407	9	136	0	0	0	0.010125	0.011921
408	11	116	0.018182	0.017094	1	0.0080587	0.0097415
409	9	152	0.027778	0.0125	1	0.012094	0.01431
410	10	141	0.066667	0.039474	3	0.010704	0.012377
411	9	130	0.055556	0.028369	2	0.0097546	0.011397
412	11	123	0.054545	0.047619	3	0.0086489	0.010333
413	9	131	0.083333	0.041667	3	0.01091	0.01189
414	25	287	0.06	0.10227	18	0.028698	0.026405
415	10	136	0.066667	0.04	3	0.011042	0.011883
416	8	95	0.035714	0.02	1	0.0066511	0.0078858
417	4	35	0	0	0	0.0021819	0.0027745
418	8	66	0.035714	0.029851	1	0.0047243	0.0057252
419	13	154	0	0	0	0.010901	0.013401
420	8	112	0.035714	0.017391	1	0.0082922	0.010057
421	6	91	0.066667	0.021505	1	0.0066816	0.0084055
422	26	336	0.0092308	0.016667	3	0.025367	0.027631
423	7	83	0	0	0	0.0064051	0.0076102
424	7	80	0.14286	0.069767	3	0.0056011	0.0066777
425	9	90	0.055556	0.040816	2	0.0066996	0.0075097
426	11	143	0.090909	0.063694	5	0.010161	0.012115
427	8	82	0.071429	0.043956	2	0.0061146	0.0070277
428	9	118	0.13889	0.076336	5	0.008853	0.01014
429	14	203	0.076923	0.063927	7	0.016601	0.018767
430	8	133	0.035714	0.014815	1	0.011072	0.013233
431	20	242	0.031579	0.046875	6	0.020053	0.022044
432	7	128	0.047619	0.015385	1	0.0107	0.012959
433	5	40	0.1	0.047619	1	0.0030039	0.003709
434	8	81	0.25	0.15385	7	0.0061071	0.0069623
435	10	145	0.022222	0.012821	1	0.011901	0.013942
436	14	210	0.021978	0.018018	2	0.015967	0.018338
437	25	303	0.046667	0.080692	14	0.026865	0.027194
438	12	140	0.075758	0.068966	5	0.010365	0.012225
439	6	96	0.066667	0.019802	1	0.0072727	0.0087844
440	31	328	0.0043011	0.011268	2	0.03096	0.030399
441	9	178	0.083333	0.03125	3	0.014033	0.016181
442	13	209	0.14103	0.088353	11	0.018546	0.018375
443	8	97	0.21429	0.11009	6	0.0082191	0.0089502
444	4	30	0	0	0	0.0023491	0.0026453
445	13	170	0.025641	0.023121	2	0.013457	0.015645
446	10	148	0.11111	0.064516	5	0.011627	0.013831
447	8	94	0	0	0	0.0064924	0.0079666
448	8	93	0.14286	0.07619	4	0.0072636	0.0078384
449	19	211	0.023392	0.033898	4	0.017568	0.018489
450	14	183	0.021978	0.020202	2	0.014016	0.015765
451	7	119	0	0	0	0.0092297	0.011271
452	19	213	0.05848	0.081633	10	0.019364	0.019311
453	14	178	0.087912	0.080402	8	0.014085	0.015235
454	17	213	0.044118	0.050847	6	0.017503	0.018453
455	7	82	0.095238	0.043956	2	0.0066789	0.0074979
456	9	151	0.11111	0.050955	4	0.010873	0.013015
457	10	114	0.044444	0.032787	2	0.0079298	0.0092412
458	11	126	0.018182	0.013986	1	0.01021	0.011009
459	9	105	0	0	0	0.0073373	0.0092463
460	7	107	0.047619	0.017699	1	0.0074152	0.0091697
461	12	168	0.12121	0.085106	8	0.013071	0.014599
462	11	142	0.018182	0.013158	1	0.010696	0.012559
463	7	107	0.19048	0.067227	4	0.0084859	0.0096474
464	27	313	0.037037	0.075802	13	0.025999	0.027196
465	9	130	0.083333	0.043478	3	0.0094749	0.010994
466	11	136	0.036364	0.028369	2	0.0098774	0.011725
467	9	119	0.027778	0.016529	1	0.0083873	0.010169
468	15	200	0.057143	0.052863	6	0.016724	0.017765
469	6	78	0	0	0	0.0055394	0.0068828
470	7	78	0	0	0	0.004905	0.0064448
471	13	170	0.076923	0.061856	6	0.013096	0.014283
472	7	112	0.14286	0.05	3	0.0084284	0.010113
473	20	237	0.052632	0.073529	10	0.019459	0.019906
474	9	132	0.055556	0.028169	2	0.010147	0.01201
475	6	71	0	0	0	0.0058149	0.0067697
476	13	196	0.025641	0.0199	2	0.014049	0.017025
477	7	87	0	0	0	0.0061786	0.0077569
478	10	124	0	0	0	0.0088788	0.010716
479	8	82	0.071429	0.047619	2	0.0069496	0.0078437
480	9	150	0.11111	0.050314	4	0.011365	0.01335
481	10	108	0.044444	0.036697	2	0.0090611	0.010432
482	7	69	0.047619	0.029412	1	0.0048691	0.006099
483	10	124	0.11111	0.073529	5	0.0092794	0.01055
484	5	53	0	0	0	0.0037998	0.0049786
485	21	262	0.033333	0.048951	7	0.02065	0.022667
486	15	209	0.019048	0.017699	2	0.016659	0.018728
487	11	112	0.072727	0.063492	4	0.0088568	0.0098665
488	13	157	0.051282	0.049383	4	0.010209	0.012519
489	18	254	0.03268	0.037037	5	0.019091	0.021982
490	8	95	0.035714	0.020408	1	0.0067379	0.0083184
491	8	109	0.035714	0.017094	1	0.0077776	0.0093757
492	20	232	0.031579	0.045977	6	0.018663	0.020088
493	18	238	0.045752	0.052632	7	0.019219	0.020574
494	9	140	0.083333	0.041096	3	0.010757	0.012984
495	15	196	0.047619	0.048309	5	0.015862	0.017879
496	11	169	0.036364	0.022472	2	0.013092	0.015337
497	12	138	0.030303	0.028777	2	0.011072	0.01302
498	8	69	0.10714	0.068182	3	0.0064429	0.0062141
