NodeId	d_1	d_2	clu	clo	n_triad	eig1	eig2
207	8	85	0.14286	0.074766	4	0.024363	0.041505
208	5	67	0.1	0.027397	1	0.019972	0.035938
209	12	122	0.10606	0.084848	7	0.045272	0.063204
210	6	69	0.2	0.074074	3	0.020196	0.035778
211	14	107	0.098901	0.11613	9	0.044351	0.055128
212	6	60	0.13333	0.063492	2	0.015474	0.030496
213	7	54	0.095238	0.054795	2	0.023335	0.029934
214	18	170	0.12418	0.1324	19	0.086303	0.087297
215	21	148	0.1	0.16867	21	0.074511	0.075975
216	9	125	0.13889	0.057471	5	0.046408	0.065609
217	7	61	0.047619	0.026667	1	0.021443	0.031227
218	7	65	0.095238	0.047059	2	0.025023	0.034464
219	9	97	0.25	0.13235	9	0.04355	0.054463
220	13	138	0.19231	0.13514	15	0.065326	0.073691
221	14	140	0.10989	0.093458	10	0.06353	0.07366
222	7	98	0.14286	0.051282	3	0.026831	0.049086
223	13	101	0.12821	0.13889	10	0.040979	0.053405
224	16	154	0.11667	0.12121	14	0.06723	0.080674
225	9	90	0.19444	0.1157	7	0.03274	0.046789
226	10	96	0.15556	0.10145	7	0.036555	0.050389
227	12	106	0.13636	0.11465	9	0.041859	0.053271
228	6	45	0.13333	0.075472	2	0.013612	0.022399
229	10	114	0.088889	0.05	4	0.047086	0.062179
230	5	52	0.2	0.070175	2	0.01646	0.028531
231	5	43	0.2	0.075472	2	0.014208	0.022252
232	8	98	0.17857	0.08	5	0.033842	0.05165
233	10	103	0.15556	0.086957	7	0.048606	0.054618
234	16	157	0.10833	0.097744	13	0.082906	0.08227
235	19	130	0.11696	0.17467	20	0.076296	0.068845
236	7	88	0.2381	0.081967	5	0.037596	0.048821
237	9	108	0.13889	0.072464	5	0.044369	0.058935
238	11	112	0.10909	0.078431	6	0.04313	0.05757
239	12	144	0.10606	0.070707	7	0.05567	0.074905
240	23	142	0.13043	0.23913	33	0.081727	0.07442
241	5	45	0.5	0.15873	5	0.016237	0.023452
242	7	69	0.2381	0.1087	5	0.026805	0.03697
243	13	151	0.14103	0.10185	11	0.060385	0.079077
244	8	83	0.14286	0.075472	4	0.030851	0.043692
245	15	122	0.085714	0.097826	9	0.058445	0.063893
246	8	93	0.17857	0.082645	5	0.03444	0.048965
247	12	107	0.18182	0.13636	12	0.054985	0.056687
248	19	153	0.093567	0.11765	16	0.085459	0.080476
249	22	146	0.11688	0.1806	27	0.1018	0.078738
250	20	177	0.13684	0.14247	26	0.11708	0.09361
251	8	80	0.35714	0.14184	10	0.046743	0.04458
252	16	133	0.225	0.20849	27	0.08218	0.071731
253	7	72	0.38095	0.13333	8	0.03746	0.039541
254	21	141	0.090476	0.14394	19	0.089114	0.074918
255	10	110	0.15556	0.092105	7	0.040875	0.057677
